,totPurchaseAmt,street1,zip,property
44928,419000.0,18194 87th Avenue N,55311,18194 87th Avenue N 55311
44929,138000.0,2265 Kentucky Lane,55426,2265 Kentucky Lane 55426
44930,486500.0,15736 Elodie Lane,55345,15736 Elodie Lane 55345
44931,375000.0,5608 Gate Park Road,55436,5608 Gate Park Road 55436
44933,206500.0,3424 75th Ave N,55443,3424 75th Ave N 55443
44934,176500.0,11048 Perry Avenue N,55316,11048 Perry Avenue N 55316
44935,618000.0,,55382,
44936,137000.0,10748 Toledo Court,55437,10748 Toledo Court 55437
44939,790000.0,1630 26th St W,55405,1630 26th St W 55405
44940,300000.0,6665 Cortlawn Circle N,55426,6665 Cortlawn Circle N 55426
44941,190000.0,18502 97th Place N,55311,18502 97th Place N 55311
44942,200000.0,5409 Brookdale Drive N.,55443,5409 Brookdale Drive N. 55443
44944,226700.0,,55378,
44945,560000.0,6204 Loch Moor Drive,55439,6204 Loch Moor Drive 55439
44946,175000.0,11355 Mississippi Drive N.,55316,11355 Mississippi Drive N. 55316
44947,190000.0,7845 13th Lane W,55426,7845 13th Lane W 55426
44948,140000.0,10471 YORKTOWN LANE NORTH,55369,10471 YORKTOWN LANE NORTH 55369
44950,111900.0,11355 Mississippi Drive N.,55316,11355 Mississippi Drive N. 55316
44951,215000.0,7545 17th Ave. So.,55423,7545 17th Ave. So. 55423
44952,170000.0,9231 Shenandoah Lane N,55369,9231 Shenandoah Lane N 55369
44953,619632.0,5990 Jewel Lane North,55446,5990 Jewel Lane North 55446
44954,175000.0,5236 Kentucky Avenue North,55428,5236 Kentucky Avenue North 55428
44956,460000.0,17287-66th Place,55311,17287-66th Place 55311
44957,202000.0,3138 Georgia Avenue North,55427,3138 Georgia Avenue North 55427
44958,212500.0,11003 Xylon Ave N,55316,11003 Xylon Ave N 55316
44959,177000.0,3809 Unity Avenue N,55422,3809 Unity Avenue N 55422
44961,349000.0,9197 Xenia St,55357,9197 Xenia St 55357
44962,220000.0,4305 30th Avenue,55406,4305 30th Avenue 55406
44963,205500.0,2833 Coolidge St NE,55418,2833 Coolidge St NE 55418
44964,208000.0,,55337,
44965,260000.0,3315 Urbandale Lane N.,55447,3315 Urbandale Lane N. 55447
44966,797640.0,,55439,
44967,178600.0,7900 62nd Avenue North,55428,7900 62nd Avenue North 55428
44968,247000.0,7044 Newton Avenue South,55423,7044 Newton Avenue South 55423
44970,168500.0,3217 Texas Avenue South,55426,3217 Texas Avenue South 55426
44971,221900.0,4255 Russell Avenue N,55412,4255 Russell Avenue N 55412
44972,241500.0,,55122,
44973,950000.0,,55305,
44974,40000.0,3645 Logan Avenue N,55412,3645 Logan Avenue N 55412
44976,236000.0,901 North 3rd Street,55401,901 North 3rd Street 55401
44978,237000.0,17385 92nd Avenue North,55311,17385 92nd Avenue North 55311
44979,347500.0,10490 Niblick Lane,55347,10490 Niblick Lane 55347
44980,364900.0,5448 Newton Avenue South,55419,5448 Newton Avenue South 55419
44981,483000.0,,55441,
44982,231500.0,9931 Balsam Lane N,55369,9931 Balsam Lane N 55369
44983,268000.0,3101 W 81st St,55431,3101 W 81st St 55431
44985,209900.0,2701 44th Avenue North,55412,2701 44th Avenue North 55412
44986,373500.0,4320 Oakview Lane North,55442,4320 Oakview Lane North 55442
44990,284000.0,14389 95th Ave N.,55369,14389 95th Ave N. 55369
44991,157400.0,3826 21st Ave S,55407,3826 21st Ave S 55407
44993,37500.0,3434 KNOX AVE N,55412,3434 KNOX AVE N 55412
44995,154000.0,7245 Wentworth Ave S,55423,7245 Wentworth Ave S 55423
44996,180000.0,5901 Admiral Lane  North,55429,5901 Admiral Lane  North 55429
44997,143000.0,1262 Trailwood S.,55343,1262 Trailwood S. 55343
44998,215000.0,4107 Vera Cruz Avenue N,55422,4107 Vera Cruz Avenue N 55422
44999,160000.0,,55378,
45000,203500.0,9003 W River Road,55444,9003 W River Road 55444
45001,225000.0,8424 Girard Ave. S,55420,8424 Girard Ave. S 55420
45002,409900.0,5809 Oaklawn Avenue,55424,5809 Oaklawn Avenue 55424
45003,207400.0,4225 Ewing Avenue N,55422,4225 Ewing Avenue N 55422
45005,730000.0,10910 1st Avenue N,55441,10910 1st Avenue N 55441
45007,114900.0,6230 Magda Dr. N,55369,6230 Magda Dr. N 55369
45008,249000.0,14319 Stewart Lane,55345,14319 Stewart Lane 55345
45010,245000.0,1456 Independence Ave S,55426,1456 Independence Ave S 55426
45011,164000.0,10926 Colorado Ave N,55316,10926 Colorado Ave N 55316
45013,443000.0,6 Grove St. Unit 6A,55401,6 Grove St. Unit 6A 55401
45014,198000.0,2514 14th Avenue South,55404,2514 14th Avenue South 55404
45015,232500.0,3634 Longfellow Avenue,55407,3634 Longfellow Avenue 55407
45016,243000.0,3100 11th Ave S,55407,3100 11th Ave S 55407
45017,125000.0,5025 Zenith Avenue North,55429,5025 Zenith Avenue North 55429
45018,202500.0,17901 96th Avenue N,55311,17901 96th Avenue N 55311
45019,280000.0,9960 Dakota Circle,55438,9960 Dakota Circle 55438
45021,224000.0,6444 Red Fox Court,55436,6444 Red Fox Court 55436
45023,206000.0,3143 Benjamin St NE,55418,3143 Benjamin St NE 55418
45024,69900.0,2210 E 40th Street #209,55407,2210 E 40th Street #209 55407
45025,210000.0,1737 Archer Court,55447,1737 Archer Court 55447
45026,205500.0,4629 Brunswick Ave N,55422,4629 Brunswick Ave N 55422
45027,1075000.0,28010 Boulder Bridge Drive,55331,28010 Boulder Bridge Drive 55331
45029,149000.0,2532 Alabama Ave S,55416,2532 Alabama Ave S 55416
45031,659900.0,4450 Forest lake Landing,55364,4450 Forest lake Landing 55364
45032,396000.0,12110 86th Avenue N,55369,12110 86th Avenue N 55369
45033,84000.0,4101 Parklawn Ave Apt 115,55435,4101 Parklawn Ave Apt 115 55435
45034,197000.0,321 Washington Avenue South,55343,321 Washington Avenue South 55343
45035,167000.0,2915 Girard Ave. N.,55412,2915 Girard Ave. N. 55412
45036,219000.0,3411 Terrace Lane,55422,3411 Terrace Lane 55422
45037,285000.0,4015 Wayzata Blvd.,55416,4015 Wayzata Blvd. 55416
45038,352638.0,3702 102nd Lane N,55443,3702 102nd Lane N 55443
45039,250000.0,5937 June Ave,55429,5937 June Ave 55429
45040,290000.0,4508 Pleasant Ave S,55419,4508 Pleasant Ave S 55419
45041,531000.0,5508 Hillside Court,55439,5508 Hillside Court 55439
45043,190000.0,7516 Aldrich Ave. So.,55423,7516 Aldrich Ave. So. 55423
45044,174900.0,8309 Aldrich Ave S,55420,8309 Aldrich Ave S 55420
45045,353000.0,2500 Dresden Lane,55422,2500 Dresden Lane 55422
45046,160000.0,6709 Xerxes Avenue South,55423,6709 Xerxes Avenue South 55423
45047,164900.0,3317 42nd Avenue S,55405,3317 42nd Avenue S 55405
45048,1065000.0,15339 Mason Pointe,55347,15339 Mason Pointe 55347
45051,305000.0,4828 Rutledge Ave,55436,4828 Rutledge Ave 55436
45052,325000.0,,55435,
45053,158000.0,6308 West Broadway Ave,55428,6308 West Broadway Ave 55428
45054,555000.0,4760 Merrywood Lane,55331,4760 Merrywood Lane 55331
45055,295000.0,5704 Bryant Ave. S.,55419,5704 Bryant Ave. S. 55419
45056,196900.0,4501 York Ave N,55422,4501 York Ave N 55422
45057,185000.0,10635 101st Place N,55369,10635 101st Place N 55369
45059,148000.0,7816 45 1/2 Ave N,55428,7816 45 1/2 Ave N 55428
45060,150000.0,,55423,
45061,250000.0,3531 Wisconsin Ave N,55427,3531 Wisconsin Ave N 55427
45063,220400.0,5648 Oakview Lane,55345,5648 Oakview Lane 55345
45064,127000.0,3110 Logan Avenue N,55411,3110 Logan Avenue N 55411
45065,122000.0,3347 Thomas Avenue N,55412,3347 Thomas Avenue N 55412
45066,195000.0,4200 62nd Avenue North,55429,4200 62nd Avenue North 55429
45067,295000.0,5523 Aldrich Avenue S,55419,5523 Aldrich Avenue S 55419
45068,272000.0,,55362,
45070,116900.0,3215 Pillsbury Avenue S,55408,3215 Pillsbury Avenue S 55408
45071,595000.0,10300 Meade Lane,55347,10300 Meade Lane 55347
45072,213150.0,300 Madison Avenue,55343,300 Madison Avenue 55343
45073,265000.0,740 Ranchview Lane North,55447,740 Ranchview Lane North 55447
45074,192100.0,3524 55th St E,55417,3524 55th St E 55417
45075,209000.0,9800 Columbus Avenue S.,55420,9800 Columbus Avenue S. 55420
45076,229185.0,462 Ford Road #202B,55426,462 Ford Road #202B 55426
45077,592000.0,4025 EAST VAALEY ROAD,55391,4025 EAST VAALEY ROAD 55391
45078,428650.0,5700 Wycliffe Road,55436,5700 Wycliffe Road 55436
45079,137500.0,209 17th Avenue North,55343,209 17th Avenue North 55343
45080,327500.0,1130 Hollybrook Drive,55391,1130 Hollybrook Drive 55391
45081,325000.0,5829 Fremont Avenue S,55419,5829 Fremont Avenue S 55419
45082,288000.0,16525 Elm Circle,55345,16525 Elm Circle 55345
45086,216500.0,2044 Mainstreet,55343,2044 Mainstreet 55343
45087,171750.0,"1502 5th Street N, Unit 407",55305,"1502 5th Street N, Unit 407 55305"
45088,75000.0,600-602 East 73rd Street,55423,600-602 East 73rd Street 55423
45089,227500.0,3544 20th Ave,55407,3544 20th Ave 55407
45091,560000.0,3794 WOODLAND COVE PKWY,55331,3794 WOODLAND COVE PKWY 55331
45094,225000.0,1610 Pennsylvania Ave S,55426,1610 Pennsylvania Ave S 55426
45095,114900.0,1147 Wagon Wheel Road,55343,1147 Wagon Wheel Road 55343
45096,642500.0,16155 59th Avenue N,55446,16155 59th Avenue N 55446
45097,330000.0,21650 Oakdale Dr.,55374,21650 Oakdale Dr. 55374
45099,220000.0,4628 Lynwood Terrace,55345,4628 Lynwood Terrace 55345
45100,340000.0,5901 106th Ave. N.,55443,5901 106th Ave. N. 55443
45101,492500.0,5510 River Bluff Drive,55437,5510 River Bluff Drive 55437
45102,629900.0,1117 Washburn Ave S,55405,1117 Washburn Ave S 55405
45103,235000.0,3120 Texas Ave. So.,55426,3120 Texas Ave. So. 55426
45104,255000.0,6458 109th Place N.,55316,6458 109th Place N. 55316
45105,279900.0,10725 47th Place North,55442,10725 47th Place North 55442
45106,142800.0,1612 Hillside Ave N,55411,1612 Hillside Ave N 55411
45107,216000.0,6015 Hamilton Street,55416,6015 Hamilton Street 55416
45110,825750.0,6208 Saint Albans Circle,55439,6208 Saint Albans Circle 55439
45111,260000.0,,27519,
45112,490000.0,6605 Walnut Drive,55364,6605 Walnut Drive 55364
45113,315000.0,1603 4th St. NE,55413,1603 4th St. NE 55413
45114,490000.0,306 Wilshire Walk,55305,306 Wilshire Walk 55305
45116,515000.0,500 Radisson Road,55416,500 Radisson Road 55416
45117,415000.0,4901 10th Ave S,55417,4901 10th Ave S 55417
45119,485000.0,50 Birch Bluff Road,55331,50 Birch Bluff Road 55331
45120,387500.0,11635 37th ave n,55441,11635 37th ave n 55441
45121,165000.0,601 East 67th Street,55423,601 East 67th Street 55423
45122,450000.0,17009 78th Court North,55311,17009 78th Court North 55311
45123,149999.0,6015 Camden Ave N,55430,6015 Camden Ave N 55430
45124,22750.0,5138 40th Ave. S.,55417,5138 40th Ave. S. 55417
45125,141500.0,5240 30th Avenue S,55417,5240 30th Avenue S 55417
45126,150000.0,5512 32nd Avenue South,55417,5512 32nd Avenue South 55417
45128,156500.0,3928 24th Avenue S,55406,3928 24th Avenue S 55406
45129,372000.0,7161 Ximines Lane North,55369,7161 Ximines Lane North 55369
45130,432500.0,2215 Western Lane N,55447,2215 Western Lane N 55447
45131,189000.0,9820 Zinnia Lane North,55369,9820 Zinnia Lane North 55369
45132,269500.0,7108 89th Avenue N,55445,7108 89th Avenue N 55445
45133,330000.0,3220 Silver Lake Road NE,55418,3220 Silver Lake Road NE 55418
45134,270000.0,11174 Rhode Island Ave S,55438,11174 Rhode Island Ave S 55438
45135,242000.0,6215 13th Avenue S,55423,6215 13th Avenue S 55423
45136,794945.0,3010 Wild Flower Trail,55340,3010 Wild Flower Trail 55340
45137,675000.0,2840 Ottawa Avenue South,55416,2840 Ottawa Avenue South 55416
45138,375000.0,3148 Tyler Street NE,55418,3148 Tyler Street NE 55418
45139,189500.0,6588 Jonquil Way North,55369,6588 Jonquil Way North 55369
45140,192000.0,7724 59th Place N,55428,7724 59th Place N 55428
45141,68250.0,5138 40th Ave. S.,55417,5138 40th Ave. S. 55417
45142,160000.0,3839 Russell Ave N,55412,3839 Russell Ave N 55412
45143,257500.0,1906 86 1/2 Street E,55425,1906 86 1/2 Street E 55425
45144,648000.0,695 Olive Lane N.,55447,695 Olive Lane N. 55447
45145,306000.0,7229 Garfield Avenue,55423,7229 Garfield Avenue 55423
45147,277500.0,3602 46 1/2 Avenue N,55422,3602 46 1/2 Avenue N 55422
45148,792400.0,,55364,
45149,450000.0,11816 Mississippi Drive,55316,11816 Mississippi Drive 55316
45150,284000.0,8398 Goldenrod Lane  North,55369,8398 Goldenrod Lane  North 55369
45151,210000.0,8640 Queen Ave S,55431,8640 Queen Ave S 55431
45152,223000.0,9124 17th Avenue S,55425,9124 17th Avenue S 55425
45153,243000.0,5109 14th Avenue S,55417,5109 14th Avenue S 55417
45154,425000.0,3983 Hunters Hill Way,55345,3983 Hunters Hill Way 55345
45155,219900.0,820 Trenton Lane N.,55441,820 Trenton Lane N. 55441
45156,176000.0,,55347,
45157,248400.0,4935 West Lane,55345,4935 West Lane 55345
45158,345000.0,9506 Unity lane N.,55443,9506 Unity lane N. 55443
45159,210000.0,,32225,
45160,158000.0,9481 Polaris Lane North,55369,9481 Polaris Lane North 55369
45162,410000.0,10725 Jersey Drive,55445,10725 Jersey Drive 55445
45163,237000.0,162 Inglewood Street,55356,162 Inglewood Street 55356
45164,200000.0,,55391,
45166,750500.0,2314 Old Beach road,55391,2314 Old Beach road 55391
45167,1200000.0,633 Park St E,55391,633 Park St E 55391
45168,175000.0,5520 43rd Avenue S,55417,5520 43rd Avenue S 55417
45169,142500.0,5937 Camden Ave N,55430,5937 Camden Ave N 55430
45170,679900.0,25410 Mann Lane,55331,25410 Mann Lane 55331
45171,199000.0,9208 James Avenue North,55444,9208 James Avenue North 55444
45173,415000.0,4120 Raleigh Avenue,55416,4120 Raleigh Avenue 55416
45174,180000.0,,55311,
45176,160000.0,5001 78th Lane N,55443,5001 78th Lane N 55443
45177,225000.0,5513 42nd Avenue S,55417,5513 42nd Avenue S 55417
45178,124000.0,"6320 Barrie Road, Unit 2C",55435,"6320 Barrie Road, Unit 2C 55435"
45179,230000.0,,55420,
45180,455000.0,3410 Shadyview Lane N,55447,3410 Shadyview Lane N 55447
45181,184000.0,18234 Warbler Lane,55346,18234 Warbler Lane 55346
45183,222500.0,4210 Highland Road,55375,4210 Highland Road 55375
45184,237500.0,4009 11th Avenue S,55407,4009 11th Avenue S 55407
45185,470000.0,7613 Dallas Lane N.,55311,7613 Dallas Lane N. 55311
45186,370000.0,"521 7th St. S., #610",55415,"521 7th St. S., #610 55415"
45187,700000.0,4725 Emerson Avenue S,55419,4725 Emerson Avenue S 55419
45188,87900.0,2634 Girard Avenue North,55411,2634 Girard Avenue North 55411
45189,195000.0,7840 Penn Avenue N,55444,7840 Penn Avenue N 55444
45191,265000.0,8950 Knollwood Drive,55347,8950 Knollwood Drive 55347
45192,315000.0,3709 W 103rd St,55431,3709 W 103rd St 55431
45193,252350.0,14204 Norden Drive,55374,14204 Norden Drive 55374
45194,188000.0,16627 90th Avenue North,55311,16627 90th Avenue North 55311
45195,166000.0,6236 Magda Drive,55369,6236 Magda Drive 55369
45196,550000.0,22540 Oak Ridge Drv.,55374,22540 Oak Ridge Drv. 55374
45197,463500.0,6262 Ginger Drive,55346,6262 Ginger Drive 55346
45199,249900.0,9342 Yucca Lane N,55369,9342 Yucca Lane N 55369
45201,376500.0,13003 Cardinal Creek Road,55346,13003 Cardinal Creek Road 55346
45202,195000.0,5129 35th Avenue S,55417,5129 35th Avenue S 55417
45204,156000.0,6207 Colfax Avenue North,55430,6207 Colfax Avenue North 55430
45208,185000.0,5730 June Avenue N,55429,5730 June Avenue N 55429
45209,248000.0,15383 60th Avenue N,55446,15383 60th Avenue N 55446
45211,231750.0,8212 Russell Avenue South,55431,8212 Russell Avenue South 55431
45213,285000.0,19640 Vine Street,55331,19640 Vine Street 55331
45214,164457.0,8784 Goldenroad Lane N,55369,8784 Goldenroad Lane N 55369
45215,307000.0,5159 Columbus Ave,55417,5159 Columbus Ave 55417
45216,250000.0,4335 42nd Ave S,55406,4335 42nd Ave S 55406
45217,255000.0,,55391,
45218,525300.0,2035 Sherwood Lane,55305,2035 Sherwood Lane 55305
45219,387000.0,3308 Dupont Avenue S,55408,3308 Dupont Avenue S 55408
45221,152000.0,9565 Trail East Road,55420,9565 Trail East Road 55420
45222,355900.0,12400 48th Avenue N,55442,12400 48th Avenue N 55442
45223,176000.0,5115 Irving Avenue North,55430,5115 Irving Avenue North 55430
45224,450000.0,16501 Limerick Lane,55345,16501 Limerick Lane 55345
45225,170000.0,,55359,
45228,257900.0,2605 W Armour Terrace,55418,2605 W Armour Terrace 55418
45229,179000.0,5724 Hampshire Avenue North,55428,5724 Hampshire Avenue North 55428
45231,415000.0,,55125,
45232,742000.0,5975 Vicksburg Lane N,55446,5975 Vicksburg Lane N 55446
45235,329100.0,2208 Madison Street NE,55418,2208 Madison Street NE 55418
45237,164900.0,1400 25th Ave N,55411,1400 25th Ave N 55411
45238,150000.0,8617 Saratoga Lane,55347,8617 Saratoga Lane 55347
45239,485000.0,5425 Wooddale Ave,55424,5425 Wooddale Ave 55424
45240,230000.0,1909 Essex Road,55305,1909 Essex Road 55305
45241,175000.0,4420 Morgan Avenue North,55412,4420 Morgan Avenue North 55412
45243,113500.0,"915 18th St. E., # 8",55404,"915 18th St. E., # 8 55404"
45244,219000.0,,55408,
45246,169000.0,5924 York Avenue North,55429,5924 York Avenue North 55429
45247,175000.0,3949 Noble Avenue,55422,3949 Noble Avenue 55422
45248,215500.0,4309 Irving Avenue N,55412,4309 Irving Avenue N 55412
45249,328000.0,22605 Breanna Lane,55374,22605 Breanna Lane 55374
45250,179000.0,,55044,
45251,153000.0,7052 Drew Avenue North,55429,7052 Drew Avenue North 55429
45253,139900.0,8783 Maplebrook Parkway N.,55445,8783 Maplebrook Parkway N. 55445
45254,337000.0,,55331,
45255,420000.0,6624 Limerick Drive,55439,6624 Limerick Drive 55439
45256,169000.0,5331 Kentucky Avenue N.,55428,5331 Kentucky Avenue N. 55428
45257,187900.0,1344 Jordan Avenue S,55426,1344 Jordan Avenue S 55426
45258,190000.0,7464 Vinewood Way North,55311,7464 Vinewood Way North 55311
45259,253400.0,12136 Kentucky Circle,55316,12136 Kentucky Circle 55316
45260,195000.0,6621 32nd Avenue North,55427,6621 32nd Avenue North 55427
45261,250000.0,2240 Windsor Lake Drive,55305,2240 Windsor Lake Drive 55305
45263,537965.0,5725 Yuma Lane N,55446,5725 Yuma Lane N 55446
45264,209000.0,8820 Bloomington Ave S,55425,8820 Bloomington Ave S 55425
45266,283500.0,4107 Maplewood Road,55375,4107 Maplewood Road 55375
45267,400000.0,5930 Seamans Drive,55331,5930 Seamans Drive 55331
45270,475000.0,7506 Shadyview Lane N,55311,7506 Shadyview Lane N 55311
45271,144500.0,7520 Cahill Road #302A,55439,7520 Cahill Road #302A 55439
45272,278000.0,11901 James Rd,55343,11901 James Rd 55343
45273,256500.0,9931 Abbott Ave. S.,55431,9931 Abbott Ave. S. 55431
45274,155000.0,9649 Sheridan Avenue North,55444,9649 Sheridan Avenue North 55444
45275,129950.0,18915 Hanus Road,55345,18915 Hanus Road 55345
45276,425000.0,10916 Orchard Avenue North,55316,10916 Orchard Avenue North 55316
45277,291860.0,5641 13th Avenue S,55417,5641 13th Avenue S 55417
45278,102500.0,2811 James Ave N,55411,2811 James Ave N 55411
45279,100000.0,5724 Hampshire Avenue N,55428,5724 Hampshire Avenue N 55428
45280,215000.0,3100 39th Ave S,55406,3100 39th Ave S 55406
45282,475000.0,5127 Baker Road,55343,5127 Baker Road 55343
45283,297400.0,250 Park Avenue,55415,250 Park Avenue 55415
45284,401000.0,5436 Irving Ave S,55419,5436 Irving Ave S 55419
45285,214900.0,6935 11th Avenue S,55423,6935 11th Avenue S 55423
45286,175000.0,5324 14th Avenue S,55417,5324 14th Avenue S 55417
45289,170000.0,7986 Beard Avenue N,55443,7986 Beard Avenue N 55443
45290,222000.0,3528 23rd Avenue S,55407,3528 23rd Avenue S 55407
45291,255000.0,9049 Regent Pkway N,55443,9049 Regent Pkway N 55443
45292,305000.0,1920 BRUNSWICK AVENUE NORTH,55422,1920 BRUNSWICK AVENUE NORTH 55422
45293,321000.0,18719 Hanus Rd,55345,18719 Hanus Rd 55345
45294,390000.0,6509 108th Trail N,55445,6509 108th Trail N 55445
45295,154500.0,1608 Alabama Avenue South,55416,1608 Alabama Avenue South 55416
45297,81136.0,401 Ridgewood Ave Apt 3,55403,401 Ridgewood Ave Apt 3 55403
45298,175000.0,6228 Newton Ave. S.,55423,6228 Newton Ave. S. 55423
45299,129000.0,5542 Bryant Avenue N,55430,5542 Bryant Avenue N 55430
45301,270000.0,10240 Amsden Way,55347,10240 Amsden Way 55347
45302,153450.0,4714 Lakeview Avenue N,55429,4714 Lakeview Avenue N 55429
45303,542500.0,41 Island Avenue W,55401,41 Island Avenue W 55401
45304,195000.0,6513 Noble Avenue N,55429,6513 Noble Avenue N 55429
45305,190000.0,7219 Bryant Ave N,55430,7219 Bryant Ave N 55430
45306,350000.0,3110 98th Avenue North,55443,3110 98th Avenue North 55443
45307,242000.0,5121 12th Ave S,55417,5121 12th Ave S 55417
45308,254000.0,3621 18th Avenue South,55407,3621 18th Avenue South 55407
45309,132500.0,4101 Janet Lane,55429,4101 Janet Lane 55429
45310,200000.0,11133 Zane Avenue North,55316,11133 Zane Avenue North 55316
45312,272000.0,19128 Joseph Curve,55346,19128 Joseph Curve 55346
45313,235000.0,2748 Brookridge Ave.,55422,2748 Brookridge Ave. 55422
